time,event,epoch,global_step,loss,grad_norm,learning_rate,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T21:25:53+09:00,log,0.3305785123966942,20,3.995206832885742,2.2149834632873535,9.035087719298246e-05,,,,,,,,,,,,,
2026-08-07T21:26:02+09:00,log,0.6611570247933884,40,3.7817527770996096,1.441235899925232,7.280701754385966e-05,,,,,,,,,,,,,
2026-08-07T21:26:11+09:00,log,0.9917355371900827,60,3.8263439178466796,2.0548152923583984,5.526315789473685e-05,,,,,,,,,,,,,
2026-08-07T21:26:13+09:00,log,1.0,61,,,,0.9207198619842529,0.5950413223140496,0.24870466321243523,0.19834710743801653,0.3333333333333333,1.6549,292.461,9.668,,,,,
2026-08-07T21:26:14+09:00,checkpoint,1.0,61,,,,,,,,,,,,,,,,
2026-08-07T21:26:23+09:00,log,1.3140495867768596,80,3.5793861389160155,2.758444309234619,3.771929824561404e-05,,,,,,,,,,,,,
2026-08-07T21:26:32+09:00,log,1.6446280991735538,100,3.6528106689453126,3.4895119667053223,2.0175438596491227e-05,,,,,,,,,,,,,
2026-08-07T21:26:42+09:00,log,1.9752066115702478,120,3.546733856201172,3.581998825073242,2.631578947368421e-06,,,,,,,,,,,,,
2026-08-07T21:26:44+09:00,log,2.0,122,,,,0.8930641412734985,0.5950413223140496,0.24870466321243523,0.19834710743801653,0.3333333333333333,1.4608,331.336,10.953,,,,,
2026-08-07T21:26:44+09:00,checkpoint,2.0,122,,,,,,,,,,,,,,,,
2026-08-07T21:26:44+09:00,log,2.0,122,,,,,,,,,,,,61.0266,126.895,1.999,233324045464608.0,3.715389103185935
