loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
4.256178283691407,5.765433311462402,0.0005,0.3305785123966942,20,,,,,,,,,,,,,
3.538454055786133,5.143805027008057,0.00046503496503496505,0.6611570247933884,40,,,,,,,,,,,,,
2.436247634887695,5.19326114654541,0.0004300699300699301,0.9917355371900827,60,,,,,,,,,,,,,
,,,1.0,61,0.4329499304294586,0.7933884297520661,0.7789712406679579,0.7592936177746304,0.8092320261437909,1.5989,302.708,10.007,,,,,
1.7254083633422852,6.933033466339111,0.0003951048951048951,1.3140495867768596,80,,,,,,,,,,,,,
1.5341605186462401,9.078202247619629,0.00036013986013986015,1.6446280991735538,100,,,,,,,,,,,,,
1.4018331527709962,4.06724739074707,0.0003251748251748252,1.9752066115702478,120,,,,,,,,,,,,,
,,,2.0,122,0.37545546889305115,0.8429752066115702,0.8190260789479583,0.8158792420739323,0.8333877995642701,1.6475,293.784,9.712,,,,,
1.2351524353027343,7.700920581817627,0.0002902097902097902,2.2975206611570247,140,,,,,,,,,,,,,
1.2651809692382812,4.3582963943481445,0.00025524475524475526,2.628099173553719,160,,,,,,,,,,,,,
1.0718347549438476,2.5393388271331787,0.0002202797202797203,2.958677685950413,180,,,,,,,,,,,,,
,,,3.0,183,0.3446000814437866,0.8491735537190083,0.8371652258025511,0.8135133157740708,0.8730800653594771,1.4591,331.712,10.966,,,,,
1.1060710906982423,6.221409797668457,0.00018531468531468533,3.28099173553719,200,,,,,,,,,,,,,
0.9874692916870117,5.952658176422119,0.00015034965034965033,3.6115702479338845,220,,,,,,,,,,,,,
1.1455333709716797,4.31917667388916,0.0001153846153846154,3.9421487603305785,240,,,,,,,,,,,,,
,,,4.0,244,0.32406100630760193,0.8471074380165289,0.8328690633038459,0.8085486396555098,0.8683006535947713,1.4976,323.179,10.684,,,,,
0.9131871223449707,2.511300802230835,8.041958041958042e-05,4.264462809917355,260,,,,,,,,,,,,,
0.9943917274475098,6.900749206542969,4.545454545454546e-05,4.595041322314049,280,,,,,,,,,,,,,
0.921809196472168,5.948775291442871,1.048951048951049e-05,4.925619834710744,300,,,,,,,,,,,,,
,,,5.0,305,0.33205360174179077,0.8512396694214877,0.8345540787011917,0.8178147558289246,0.8584558823529411,1.5579,310.672,10.27,,,,,
,,,5.0,305,,,,,,,,,118.4363,163.463,2.575,591416246854368.0,1.6229713518111433
