eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.025813102722168,0.5950413223140496,0.24870466321243523,0.19834710743801653,0.3333333333333333,1.4022,345.167,11.41,1.0,16,,,,,,,,
,,,,,,,,1.25,20,4.195138168334961,2.346958637237549,0.00040666666666666667,,,,,
0.8660827875137329,0.6570247933884298,0.4142292490118577,0.3975096454660487,0.440495642701525,1.3407,361.014,11.934,2.0,32,,,,,,,,
,,,,,,,,2.5,40,3.5959197998046877,5.695723533630371,0.00027333333333333333,,,,,
0.6540470123291016,0.7231404958677686,0.6824316484476101,0.6757601767207793,0.7279684095860567,1.3004,372.192,12.304,3.0,48,,,,,,,,
,,,,,,,,3.75,60,2.298140525817871,9.8795747756958,0.00014000000000000001,,,,,
0.532552182674408,0.7727272727272727,0.7419727538482436,0.7310983700660388,0.773338779956427,1.3015,371.873,12.293,4.0,64,,,,,,,,
,,,,,,,,5.0,80,1.6804939270019532,6.240171909332275,6.6666666666666675e-06,,,,,
0.5071465373039246,0.7727272727272727,0.7569868762524227,0.7309856595971175,0.8015386710239651,1.3471,359.298,11.878,5.0,80,,,,,,,,
,,,,,,,,5.0,80,,,,35.9477,142.429,2.225,152941410213696.0,2.942423105239868
