time,event,epoch,global_step,loss,grad_norm,learning_rate,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T22:10:26+09:00,log,0.39215686274509803,20,5.420142745971679,2.4789249897003174,0.00029623430962343094,,,,,,,,,,,,,
2026-08-07T22:10:32+09:00,log,0.7843137254901961,40,5.21544303894043,3.465526580810547,0.0002711297071129707,,,,,,,,,,,,,
2026-08-07T22:10:36+09:00,log,1.0,51,,,,1.1783298254013062,0.5026737967914439,0.40930067237344864,0.6344025449002585,0.4629329576293624,0.8492,440.433,14.132,,,,,
2026-08-07T22:10:37+09:00,checkpoint,1.0,51,,,,,,,,,,,,,,,,
2026-08-07T22:10:39+09:00,log,1.1764705882352942,60,4.527956008911133,4.409359931945801,0.00024602510460251044,,,,,,,,,,,,,
2026-08-07T22:10:44+09:00,log,1.5686274509803921,80,3.5479404449462892,9.246203422546387,0.0002209205020920502,,,,,,,,,,,,,
2026-08-07T22:10:50+09:00,log,1.9607843137254903,100,3.057713508605957,5.267812252044678,0.00019581589958158995,,,,,,,,,,,,,
2026-08-07T22:10:51+09:00,log,2.0,102,,,,0.7561508417129517,0.7219251336898396,0.6770916765751942,0.671242200747947,0.6855588398338601,0.7839,477.096,15.308,,,,,
2026-08-07T22:10:52+09:00,checkpoint,2.0,102,,,,,,,,,,,,,,,,
2026-08-07T22:10:57+09:00,log,2.3529411764705883,120,2.8143917083740235,4.010389804840088,0.0001707112970711297,,,,,,,,,,,,,
2026-08-07T22:11:02+09:00,log,2.7450980392156863,140,2.510733222961426,7.991140365600586,0.00014560669456066945,,,,,,,,,,,,,
2026-08-07T22:11:06+09:00,log,3.0,153,,,,0.6647933125495911,0.7540106951871658,0.7005781270313871,0.6960674523244046,0.7064206750260628,0.7757,482.163,15.47,,,,,
2026-08-07T22:11:07+09:00,checkpoint,3.0,153,,,,,,,,,,,,,,,,
2026-08-07T22:11:09+09:00,log,3.1372549019607843,160,2.2942562103271484,7.239912033081055,0.00012050209205020919,,,,,,,,,,,,,
2026-08-07T22:11:15+09:00,log,3.5294117647058822,180,2.345263671875,8.859086036682129,9.539748953974894e-05,,,,,,,,,,,,,
2026-08-07T22:11:20+09:00,log,3.9215686274509802,200,2.2875255584716796,6.192258834838867,7.02928870292887e-05,,,,,,,,,,,,,
2026-08-07T22:11:22+09:00,log,4.0,204,,,,0.6542139053344727,0.7459893048128342,0.6964917264752791,0.6856109953100573,0.7163771750012411,0.8117,460.755,14.784,,,,,
2026-08-07T22:11:22+09:00,checkpoint,4.0,204,,,,,,,,,,,,,,,,
2026-08-07T22:11:27+09:00,log,4.313725490196078,220,2.141488456726074,9.735255241394043,4.518828451882845e-05,,,,,,,,,,,,,
2026-08-07T22:11:32+09:00,log,4.705882352941177,240,2.317245292663574,7.268002986907959,2.0083682008368197e-05,,,,,,,,,,,,,
2026-08-07T22:11:37+09:00,log,5.0,255,,,,0.6503006815910339,0.7593582887700535,0.7104731615585789,0.7005353787570283,0.7292944380781388,0.7946,470.681,15.102,,,,,
2026-08-07T22:11:37+09:00,checkpoint,5.0,255,,,,,,,,,,,,,,,,
2026-08-07T22:11:37+09:00,log,5.0,255,,,,,,,,,,,,76.9176,211.72,3.315,335933171064192.0,3.141700954063266
