status,study,task,model,method,seed,run_mode,experiment_id,variant,run_signature,train_rows,validation_rows,test_rows,epochs_requested,learning_rate,class_weighting,train_seconds,trainable_params,total_params,trainable_parameter_ratio,test_loss,test_accuracy,test_macro_f1,test_macro_precision,test_macro_recall,true_label_counts,predicted_label_counts,predicted_class_count,predicted_class_coverage,majority_prediction_rate,normalized_prediction_entropy,constant_prediction_collapse,near_constant_prediction,epochs_completed,global_step,best_validation_macro_f1
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,62,FOLLOWUP,collapse_followup_v2_pilot,longer,addf7baed45eb356ee6034fc9997fac496447a0a88299f87618d1f78f507dc1a,1024,484,484,5,0.0001,none,21.922877167002294,1782531,125837571,0.0141653322281625,0.93721860647201516,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,3,48,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,72,FOLLOWUP,collapse_followup_v2_pilot,longer,841eea6de61ba4690455bf9d3da851d0759aab83600464fbbb00c00cc844888b,1024,484,484,5,0.0001,none,22.267805167008191,1782531,125837571,0.0141653322281625,0.93267029523849476,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,3,48,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,82,FOLLOWUP,collapse_followup_v2_pilot,longer,9aef9fb9ecccc38441ae462025e7e652e9bae4e132023abd0d9e5a944b0ff7ce,1024,484,484,5,0.0001,none,22.737300625012718,1782531,125837571,0.0141653322281625,0.93135327100753784,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,3,48,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,42,FOLLOWUP,collapse_followup_v2_pilot,longer_weighted,450c38ba4a6e40e09fe9a98ec9a56990201b634aaed90b61a714c70ae77c7399,1024,484,484,5,0.0001,inverse_sqrt_frequency,23.467596707982011,1782531,125837571,0.0141653322281625,1.0480514764785769,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,3,48,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,52,FOLLOWUP,collapse_followup_v2_pilot,longer_weighted,6f3dae1a25fd33d547a0ae85cffd7c28f751f347e82c977c40300986ac4b9192,1024,484,484,5,0.0001,inverse_sqrt_frequency,23.475772208010312,1782531,125837571,0.0141653322281625,1.0478988885879517,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,3,48,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,62,FOLLOWUP,collapse_followup_v2_pilot,longer_weighted,49a4750ca0c734ebba072e4ead39a1dcde7277091630fe8f5a8cbe3d8648b620,1024,484,484,5,0.0001,inverse_sqrt_frequency,23.555367416993249,1782531,125837571,0.0141653322281625,1.0481688976287842,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,3,48,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,72,FOLLOWUP,collapse_followup_v2_pilot,longer_weighted,27ab56a67cc4c4360ee228d06e2ed86ddd5ed3557776f28e61bc70a0c537fcb8,1024,484,484,5,0.0001,inverse_sqrt_frequency,23.579153749975376,1782531,125837571,0.0141653322281625,1.0471960306167605,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,3,48,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,82,FOLLOWUP,collapse_followup_v2_pilot,longer_weighted,c54f88f2d0fd48672bb7a33ef92c731d93041a2a46f37bb47f7b398b7addd1d5,1024,484,484,5,0.0001,inverse_sqrt_frequency,24.180932707968168,1782531,125837571,0.0141653322281625,1.0486798286437988,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,3,48,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,42,FOLLOWUP,collapse_followup_v2_pilot,weighted,bab7a23d6ef1b988973b0224319bd032cadb30a845c7610cf78d21292e189396,1024,484,484,2,0.0001,inverse_sqrt_frequency,16.266623708012048,1782531,125837571,0.0141653322281625,1.0483261346817017,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,2,32,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,52,FOLLOWUP,collapse_followup_v2_pilot,weighted,e6ef7b57ae6bd76796c9564ad70604cd76e5bb64fa0759733e3a490690987f55,1024,484,484,2,0.0001,inverse_sqrt_frequency,16.332559791044332,1782531,125837571,0.0141653322281625,1.0483627319335938,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,2,32,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,62,FOLLOWUP,collapse_followup_v2_pilot,weighted,3f18bfb61ad9852ef35eab8d02f22ba307687bb2b5afb46f8168fe61b713b9fb,1024,484,484,2,0.0001,inverse_sqrt_frequency,16.010915958962869,1782531,125837571,0.0141653322281625,1.0477752685546875,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,2,32,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,72,FOLLOWUP,collapse_followup_v2_pilot,weighted,ebc5ed1e397e9e2c2e33e16527962a521dea78d540f9d6ac4afd82101416a3cd,1024,484,484,2,0.0001,inverse_sqrt_frequency,16.226294416002929,1782531,125837571,0.0141653322281625,1.0473690032958984,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,2,32,0.2487046632124352
COMPLETE,study2,finance_sentiment,FacebookAI/roberta-base,adapter,82,FOLLOWUP,collapse_followup_v2_pilot,weighted,afc3f1fafa625d549b23bed4a44775df04a78b0f0cc056e74eeddf3d1b23ad7a,1024,484,484,2,0.0001,inverse_sqrt_frequency,16.446284833014943,1782531,125837571,0.0141653322281625,1.04826819896698,0.59297520661157022,0.24816255944660601,0.19765840220385661,0.33333333333333331,"[61, 287, 136]","[0, 484, 0]",1,0.33333333333333331,1,-0,True,True,2,32,0.2487046632124352
