analysis,metric,task_blocks,friedman_q,friedman_p,kendall_w,iman_davenport_f,iman_davenport_p,mean_rank_full_ft,mean_rank_lora,mean_rank_adapter,mean_rank_ia3,mean_rank_bitfit
legacy_13_tasks,f1_mean,13,24.80000000000001,5.51890886809782e-05,0.4769230769230771,10.941176470588244,2.190829673474629e-06,1.3846153846153846,3.1538461538461537,2.5384615384615383,3.769230769230769,4.153846153846154
legacy_13_tasks,train_seconds_mean,13,48.30769230769232,8.141835040266691e-10,0.928994082840237,157.0000000000006,6.285613958689939e-27,4.769230769230769,4.230769230769231,2.230769230769231,2.769230769230769,1.0
legacy_13_tasks,trainable_ratio_mean,13,52.0,1.3794540375770968e-10,1.0,inf,0.0,5.0,3.0,4.0,1.0,2.0
legacy_13_tasks,f1_sd,13,13.230769230769255,0.01020156516707286,0.2544378698224857,4.095238095238106,0.006183985675000887,3.8461538461538463,3.769230769230769,2.8461538461538463,2.5384615384615383,2.0
