loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
5.414402770996094,2.514680862426758,0.00029623430962343094,0.39215686274509803,20,,,,,,,,,,,,,
5.2030078887939455,3.938466787338257,0.0002711297071129707,0.7843137254901961,40,,,,,,,,,,,,,
,,,1.0,51,1.124313235282898,0.516042780748663,0.4273782723837593,0.6703331390831391,0.46279723982724097,0.8814,424.333,13.615,,,,,
4.378268814086914,4.4210968017578125,0.00024602510460251044,1.1764705882352942,60,,,,,,,,,,,,,
3.3780448913574217,11.796120643615723,0.0002209205020920502,1.5686274509803921,80,,,,,,,,,,,,,
2.8924564361572265,5.184962749481201,0.00019581589958158995,1.9607843137254903,100,,,,,,,,,,,,,
,,,2.0,102,0.7389108538627625,0.7245989304812834,0.6620437572665879,0.6628099427246917,0.6627618171964721,0.7853,476.24,15.28,,,,,
2.8026906967163088,5.742007255554199,0.0001707112970711297,2.3529411764705883,120,,,,,,,,,,,,,
2.5008955001831055,7.093670845031738,0.00014560669456066945,2.7450980392156863,140,,,,,,,,,,,,,
,,,3.0,153,0.6381162405014038,0.7540106951871658,0.6898271502634711,0.6933299328225627,0.6876292538184045,0.7782,480.623,15.421,,,,,
2.3243783950805663,6.72911262512207,0.00012050209205020919,3.1372549019607843,160,,,,,,,,,,,,,
2.356707763671875,6.6685895919799805,9.539748953974894e-05,3.5294117647058822,180,,,,,,,,,,,,,
2.2558759689331054,5.522087097167969,7.02928870292887e-05,3.9215686274509802,200,,,,,,,,,,,,,
,,,4.0,204,0.6320323944091797,0.7566844919786097,0.7087641902809075,0.6981506891766047,0.7285150884893514,0.7802,479.386,15.381,,,,,
2.1315160751342774,8.411697387695312,4.518828451882845e-05,4.313725490196078,220,,,,,,,,,,,,,
2.2577960968017576,8.239185333251953,2.0083682008368197e-05,4.705882352941177,240,,,,,,,,,,,,,
,,,5.0,255,0.6270512938499451,0.7620320855614974,0.712552426716436,0.7046636578929573,0.7298421184905098,0.7893,473.846,15.204,,,,,
,,,5.0,255,,,,,,,,,77.2298,210.864,3.302,335933171064192.0,3.0970760644650928
