time,event,epoch,global_step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T21:07:45+09:00,log,1.0,16,1.3057137727737427,0.43315508021390375,0.16136495083863503,0.3575268817204301,0.2556179775280899,0.9255,404.112,12.966,,,,,,,,
2026-08-07T21:07:45+09:00,checkpoint,1.0,16,,,,,,,,,,,,,,,,
2026-08-07T21:07:47+09:00,log,1.25,20,,,,,,,,,5.478858184814453,4.735688209533691,0.00040666666666666667,,,,,
2026-08-07T21:07:52+09:00,log,2.0,32,1.1859180927276611,0.660427807486631,0.4873238152318949,0.4924513974921153,0.4979327145835747,0.825,453.357,14.546,,,,,,,,
2026-08-07T21:07:52+09:00,checkpoint,2.0,32,,,,,,,,,,,,,,,,
2026-08-07T21:07:55+09:00,log,2.5,40,,,,,,,,,4.804647827148438,5.106935977935791,0.00027333333333333333,,,,,
2026-08-07T21:07:59+09:00,log,3.0,48,0.8903701901435852,0.6898395721925134,0.573327824992131,0.7528252112991238,0.5593106962899836,0.8189,456.728,14.654,,,,,,,,
2026-08-07T21:07:59+09:00,checkpoint,3.0,48,,,,,,,,,,,,,,,,
2026-08-07T21:08:03+09:00,log,3.75,60,,,,,,,,,3.4315948486328125,8.746763229370117,0.00014000000000000001,,,,,
2026-08-07T21:08:05+09:00,log,4.0,64,0.8275704383850098,0.6951871657754011,0.6369640059003633,0.6430973101265822,0.6326708094769241,0.8187,456.807,14.657,,,,,,,,
2026-08-07T21:08:06+09:00,checkpoint,4.0,64,,,,,,,,,,,,,,,,
2026-08-07T21:08:11+09:00,log,5.0,80,,,,,,,,,3.049996185302734,10.361696243286133,6.6666666666666675e-06,,,,,
2026-08-07T21:08:12+09:00,log,5.0,80,0.8244999647140503,0.7058823529411765,0.6589095378245013,0.6656007495590829,0.653884621510483,0.8808,424.636,13.625,,,,,,,,
2026-08-07T21:08:12+09:00,checkpoint,5.0,80,,,,,,,,,,,,,,,,
2026-08-07T21:08:12+09:00,log,5.0,80,,,,,,,,,,,,34.31,149.227,2.332,112539552567936.0,4.191274261474609
