loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
4.215949630737304,4.044891357421875,0.0005,0.3305785123966942,20,,,,,,,,,,,,,
3.6389144897460937,4.634372234344482,0.00046503496503496505,0.6611570247933884,40,,,,,,,,,,,,,
2.4510047912597654,12.010016441345215,0.0004300699300699301,0.9917355371900827,60,,,,,,,,,,,,,
,,,1.0,61,0.4768163561820984,0.7954545454545454,0.759381633474472,0.789112283014722,0.7661492374727669,1.5131,319.883,10.575,,,,,
1.7938705444335938,7.143439292907715,0.0003951048951048951,1.3140495867768596,80,,,,,,,,,,,,,
1.4776396751403809,4.518414497375488,0.00036013986013986015,1.6446280991735538,100,,,,,,,,,,,,,
1.3857168197631835,3.900876760482788,0.0003251748251748252,1.9752066115702478,120,,,,,,,,,,,,,
,,,2.0,122,0.404264360666275,0.8512396694214877,0.8268339558549601,0.8296772625303813,0.8447440087145969,1.8013,268.691,8.882,,,,,
1.1868273735046386,4.527626037597656,0.0002902097902097902,2.2975206611570247,140,,,,,,,,,,,,,
1.2400166511535644,3.368258476257324,0.00025524475524475526,2.628099173553719,160,,,,,,,,,,,,,
1.1500596046447753,4.386249542236328,0.0002202797202797203,2.958677685950413,180,,,,,,,,,,,,,
,,,3.0,183,0.3382376730442047,0.8553719008264463,0.8381005550147508,0.8146337302535057,0.8729302832244009,1.4714,328.941,10.874,,,,,
1.1085948944091797,6.470538139343262,0.00018531468531468533,3.28099173553719,200,,,,,,,,,,,,,
0.9805578231811524,6.439237594604492,0.00015034965034965033,3.6115702479338845,220,,,,,,,,,,,,,
1.109367847442627,3.244033098220825,0.0001153846153846154,3.9421487603305785,240,,,,,,,,,,,,,
,,,4.0,244,0.305971622467041,0.8636363636363636,0.8530566850867133,0.8282445254276242,0.8889433551198257,1.5726,307.769,10.174,,,,,
0.9297164916992188,2.3058969974517822,8.041958041958042e-05,4.264462809917355,260,,,,,,,,,,,,,
0.8973614692687988,5.191667556762695,4.545454545454546e-05,4.595041322314049,280,,,,,,,,,,,,,
0.9164767265319824,6.525298595428467,1.048951048951049e-05,4.925619834710744,300,,,,,,,,,,,,,
,,,5.0,305,0.32833990454673767,0.8574380165289256,0.8437933663638733,0.8246661259799947,0.8702069716775599,1.4328,337.794,11.167,,,,,
,,,5.0,305,,,,,,,,,118.21,163.776,2.58,591416246854368.0,1.6200293322078516
