eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.9129335284233093,0.5950413223140496,0.24870466321243523,0.19834710743801653,0.3333333333333333,1.5148,319.519,10.563,1.0,16,,,,,,,,
,,,,,,,,1.25,20,3.818522262573242,2.1081695556640625,0.00021666666666666668,,,,,
0.8958733677864075,0.5950413223140496,0.24870466321243523,0.19834710743801653,0.3333333333333333,1.4821,326.561,10.795,2.0,32,,,,,,,,
,,,,,,,,2.0,32,,,,14.8722,137.707,2.152,61439997453120.0,3.7631455659866333
