eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.3364098072052002,0.28342245989304815,0.1522275700357892,0.26160458452722063,0.2728230337078652,0.9437,396.332,12.717,1.0,16,,,,,,,,
,,,,,,,,1.25,20,5.4832008361816404,2.740314483642578,0.00040666666666666667,,,,,
1.2469342947006226,0.5828877005347594,0.39915229685254716,0.527818167106386,0.40684256631530175,0.8206,455.776,14.624,2.0,32,,,,,,,,
,,,,,,,,2.5,40,5.037321472167969,6.176283359527588,0.00027333333333333333,,,,,
0.9970665574073792,0.6737967914438503,0.5038643833006016,0.498450843752135,0.5169636134599791,0.823,454.411,14.58,3.0,48,,,,,,,,
,,,,,,,,3.75,60,3.8111557006835937,8.033075332641602,0.00014000000000000001,,,,,
0.8578404784202576,0.7058823529411765,0.6391850528953238,0.7161525974025974,0.6171424072495905,0.8113,460.994,14.791,4.0,64,,,,,,,,
,,,,,,,,5.0,80,3.3068206787109373,7.41809606552124,6.6666666666666675e-06,,,,,
0.8460041284561157,0.7112299465240641,0.6612561425061425,0.6859764928698752,0.6459040837897768,0.8058,464.114,14.891,5.0,80,,,,,,,,
,,,,,,,,5.0,80,,,,34.1371,149.983,2.343,112539552567936.0,4.409624671936035
