time,event,epoch,global_step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T21:02:25+09:00,log,1.0,16,1.0376211404800415,0.5950413223140496,0.24870466321243523,0.19834710743801653,0.3333333333333333,1.4102,343.221,11.346,,,,,,,,
2026-08-07T21:02:25+09:00,checkpoint,1.0,16,,,,,,,,,,,,,,,,
2026-08-07T21:02:27+09:00,log,1.25,20,,,,,,,,,4.267670440673828,6.209242820739746,0.00040666666666666667,,,,,
2026-08-07T21:02:34+09:00,log,2.0,32,0.9388895630836487,0.6652892561983471,0.49365369326383896,0.7199404856793666,0.47539488017429193,1.3054,370.777,12.257,,,,,,,,
2026-08-07T21:02:34+09:00,checkpoint,2.0,32,,,,,,,,,,,,,,,,
2026-08-07T21:02:38+09:00,log,2.5,40,,,,,,,,,3.776205825805664,3.8450138568878174,0.00027333333333333333,,,,,
2026-08-07T21:02:43+09:00,log,3.0,48,0.6890538930892944,0.7210743801652892,0.6825948002572796,0.6866512351295547,0.6970588235294116,1.3048,370.928,12.262,,,,,,,,
2026-08-07T21:02:43+09:00,checkpoint,3.0,48,,,,,,,,,,,,,,,,
2026-08-07T21:02:49+09:00,log,3.75,60,,,,,,,,,2.668332099914551,6.009738445281982,0.00014000000000000001,,,,,
2026-08-07T21:02:52+09:00,log,4.0,64,0.6468321681022644,0.7252066115702479,0.6711794779388226,0.6990106372500738,0.7004084967320261,1.2794,378.305,12.506,,,,,,,,
2026-08-07T21:02:52+09:00,checkpoint,4.0,64,,,,,,,,,,,,,,,,
2026-08-07T21:02:59+09:00,log,5.0,80,,,,,,,,,2.126445770263672,4.578917503356934,6.6666666666666675e-06,,,,,
2026-08-07T21:03:01+09:00,log,5.0,80,0.5820006132125854,0.7396694214876033,0.7179882586037446,0.6963352177896937,0.7574074074074074,1.32,366.657,12.121,,,,,,,,
2026-08-07T21:03:01+09:00,checkpoint,5.0,80,,,,,,,,,,,,,,,,
2026-08-07T21:03:01+09:00,log,5.0,80,,,,,,,,,,,,45.2394,113.176,1.768,150846211301184.0,3.2096635341644286
