time,event,epoch,global_step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T20:56:55+09:00,log,1.0,16,1.0245044231414795,0.5950413223140496,0.24870466321243523,0.19834710743801653,0.3333333333333333,1.3916,347.811,11.498,,,,,,,,
2026-08-07T20:56:55+09:00,checkpoint,1.0,16,,,,,,,,,,,,,,,,
2026-08-07T20:56:57+09:00,log,1.25,20,,,,,,,,,4.210087585449219,3.0466551780700684,0.00040666666666666667,,,,,
2026-08-07T20:57:02+09:00,log,2.0,32,0.7417474985122681,0.7355371900826446,0.6805306103551718,0.7452950129823619,0.6583333333333333,1.31,369.454,12.213,,,,,,,,
2026-08-07T20:57:02+09:00,checkpoint,2.0,32,,,,,,,,,,,,,,,,
2026-08-07T20:57:05+09:00,log,2.5,40,,,,,,,,,3.208304214477539,7.088225841522217,0.00027333333333333333,,,,,
2026-08-07T20:57:09+09:00,log,3.0,48,0.5387685298919678,0.7644628099173554,0.731923180831278,0.735017070919383,0.7500816993464051,1.3461,359.553,11.886,,,,,,,,
2026-08-07T20:57:09+09:00,checkpoint,3.0,48,,,,,,,,,,,,,,,,
2026-08-07T20:57:13+09:00,log,3.75,60,,,,,,,,,1.9861894607543946,8.79452133178711,0.00014000000000000001,,,,,
2026-08-07T20:57:16+09:00,log,4.0,64,0.4694046080112457,0.7871900826446281,0.7687262713487449,0.7524276227091046,0.8005855119825708,1.2986,372.696,12.321,,,,,,,,
2026-08-07T20:57:16+09:00,checkpoint,4.0,64,,,,,,,,,,,,,,,,
2026-08-07T20:57:22+09:00,log,5.0,80,,,,,,,,,1.4711591720581054,5.731927871704102,6.6666666666666675e-06,,,,,
2026-08-07T20:57:23+09:00,log,5.0,80,0.43254557251930237,0.7892561983471075,0.7799094437184496,0.7562887562887562,0.814161220043573,1.3,372.319,12.308,,,,,,,,
2026-08-07T20:57:23+09:00,checkpoint,5.0,80,,,,,,,,,,,,,,,,
2026-08-07T20:57:23+09:00,log,5.0,80,,,,,,,,,,,,35.7756,143.114,2.236,152941410213696.0,2.7189351081848145
