time,event,epoch,global_step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T21:07:05+09:00,log,1.0,16,1.3131343126296997,0.45187165775401067,0.1985717622639853,0.4890686661404893,0.2741225529943241,0.9155,408.535,13.108,,,,,,,,
2026-08-07T21:07:05+09:00,checkpoint,1.0,16,,,,,,,,,,,,,,,,
2026-08-07T21:07:06+09:00,log,1.25,20,,,,,,,,,5.444339752197266,4.694761276245117,0.00040666666666666667,,,,,
2026-08-07T21:07:11+09:00,log,2.0,32,1.2002718448638916,0.6470588235294118,0.4825583948015455,0.49292489353464963,0.49492988387582526,0.8135,459.719,14.75,,,,,,,,
2026-08-07T21:07:11+09:00,checkpoint,2.0,32,,,,,,,,,,,,,,,,
2026-08-07T21:07:14+09:00,log,2.5,40,,,,,,,,,4.878570175170898,4.662278652191162,0.00027333333333333333,,,,,
2026-08-07T21:07:18+09:00,log,3.0,48,0.9103228449821472,0.6898395721925134,0.5347980113719264,0.7514266846239968,0.5450112266469196,0.8169,457.821,14.689,,,,,,,,
2026-08-07T21:07:18+09:00,checkpoint,3.0,48,,,,,,,,,,,,,,,,
2026-08-07T21:07:22+09:00,log,3.75,60,,,,,,,,,3.459302520751953,9.943840026855469,0.00014000000000000001,,,,,
2026-08-07T21:07:25+09:00,log,4.0,64,0.8796202540397644,0.7219251336898396,0.6620345166655945,0.6817279942279942,0.648646286674058,0.8089,462.357,14.835,,,,,,,,
2026-08-07T21:07:25+09:00,checkpoint,4.0,64,,,,,,,,,,,,,,,,
2026-08-07T21:07:31+09:00,log,5.0,80,,,,,,,,,3.207347106933594,9.47627067565918,6.6666666666666675e-06,,,,,
2026-08-07T21:07:31+09:00,log,5.0,80,0.8547804951667786,0.7058823529411765,0.6554006179985736,0.665521991872953,0.6502580163740465,0.8211,455.48,14.614,,,,,,,,
2026-08-07T21:07:32+09:00,checkpoint,5.0,80,,,,,,,,,,,,,,,,
2026-08-07T21:07:32+09:00,log,5.0,80,,,,,,,,,,,,34.203,149.694,2.339,112539552567936.0,4.247389888763427
