loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
4.263604354858399,3.9187703132629395,0.0005,0.3305785123966942,20,,,,,,,,,,,,,
3.805454635620117,5.541571140289307,0.00046503496503496505,0.6611570247933884,40,,,,,,,,,,,,,
2.413090705871582,11.228540420532227,0.0004300699300699301,0.9917355371900827,60,,,,,,,,,,,,,
,,,1.0,61,0.5291041731834412,0.7665289256198347,0.7454029262264488,0.7223447106211575,0.7890114379084966,1.6602,291.531,9.637,,,,,
1.8754398345947265,8.267251968383789,0.0003951048951048951,1.3140495867768596,80,,,,,,,,,,,,,
1.640426254272461,4.8079986572265625,0.00036013986013986015,1.6446280991735538,100,,,,,,,,,,,,,
1.541022491455078,7.532634735107422,0.0003251748251748252,1.9752066115702478,120,,,,,,,,,,,,,
,,,2.0,122,0.3871338963508606,0.8429752066115702,0.8240447783908236,0.816323003906708,0.8470996732026145,1.5229,317.813,10.506,,,,,
1.399685001373291,8.963239669799805,0.0002902097902097902,2.2975206611570247,140,,,,,,,,,,,,,
1.3522844314575195,4.509738922119141,0.00025524475524475526,2.628099173553719,160,,,,,,,,,,,,,
1.308218002319336,6.066407680511475,0.0002202797202797203,2.958677685950413,180,,,,,,,,,,,,,
,,,3.0,183,0.33984652161598206,0.8285123966942148,0.8189682747760246,0.794450796351937,0.8545206971677559,1.5274,316.874,10.475,,,,,
1.359970474243164,12.357461929321289,0.00018531468531468533,3.28099173553719,200,,,,,,,,,,,,,
1.195126724243164,4.671177387237549,0.00015034965034965033,3.6115702479338845,220,,,,,,,,,,,,,
1.3311784744262696,6.412820339202881,0.0001153846153846154,3.9421487603305785,240,,,,,,,,,,,,,
,,,4.0,244,0.3349009156227112,0.8181818181818182,0.8106669996871626,0.7874866546741547,0.8438180827886711,1.5309,316.157,10.451,,,,,
,,,4.0,244,,,,,,,,,126.5888,152.936,2.409,466787869932384.0,1.940625714474037
